type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,category
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,Yes,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,Yes,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,No,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,Yes,No,No,Yes,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,No,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,Yes,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,QSR,Independent,N/A,No,Yes,No,No,QSR Independent
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,No,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,No,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,No,Yes,No,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,No,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,No,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,No,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,No,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,No,No,No,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,No,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,No,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,No,No,No,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,No,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,Yes,No,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,No,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,No,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,Yes,No,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,Yes,Yes,No,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Chain,N/A,No,Yes,No,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,Yes,FSR Chain
Control,FSR,Chain,N/A,No,Yes,Yes,No,FSR Chain
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,Yes,No,FSR Independent
Control,FSR,Independent,N/A,Yes,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,Yes,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,No,No,Yes,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,Yes,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,Yes,No,No,FSR Independent
Control,FSR,Independent,N/A,No,No,No,No,FSR Independent
